company,dividend_date,dividend_per_share,share_price_on_dividend_date
USHAMART,2025-07-31,3.0,377.65
UTIAMC,2020-11-19,7.0,438.17
UTIAMC,2021-07-19,17.0,808.96
UTIAMC,2022-07-15,21.0,588.72
UTIAMC,2023-07-18,22.0,784.92
UTIAMC,2024-07-18,24.0,1023.71
UTIAMC,2025-07-24,26.0,1415.6
VBL,2017-08-16,0.15,30.19
VBL,2018-08-20,0.15,45.34
VBL,2019-08-26,0.22,56.51
VBL,2020-08-14,0.22,67.2
VBL,2021-08-11,0.33,102.05
VBL,2022-08-11,0.5,199.19
VBL,2023-04-12,0.2,287.75
VBL,2023-08-14,0.5,345.69
VBL,2024-04-04,0.5,603.59
VBL,2024-08-09,0.5,601.72
VBL,2025-04-04,0.5,534.42
VBL,2025-05-07,0.5,511.61
VBL,2025-08-01,0.5,511.9
VEDL,2015-10-30,3.5,34.99
VEDL,2016-11-07,1.75,76.14
VEDL,2017-04-11,17.7,95.4
VEDL,2018-03-20,21.2,116.4
VEDL,2018-11-06,17.0,91.05
VEDL,2019-03-13,1.85,76.12
VEDL,2020-03-05,3.9,53.7
VEDL,2020-10-28,9.5,48.22
VEDL,2021-09-08,18.5,160.62
VEDL,2021-12-17,13.5,185.68
VEDL,2022-03-09,13.0,214.61
VEDL,2022-05-06,31.5,225.9
VEDL,2022-07-26,19.5,163.68
VEDL,2022-11-29,17.5,216.89
VEDL,2023-02-03,12.5,234.81
VEDL,2023-04-06,20.5,219.85
VEDL,2023-05-30,18.5,244.91
VEDL,2023-12-27,11.0,225.94
VEDL,2024-05-24,11.0,422.32
VEDL,2024-08-02,4.0,401.52
VEDL,2024-09-10,20.0,425.37
VEDL,2024-12-24,8.5,454.91
VEDL,2025-06-24,7.0,445.8
VGUARD,2016-03-17,0.32,57.73
VGUARD,2016-07-18,0.18,95.57
VGUARD,2017-07-21,0.7,175.22
VGUARD,2018-07-23,0.7,197.8
VGUARD,2019-07-16,0.8,234.76
VGUARD,2020-02-26,0.9,197.83
VGUARD,2021-07-28,1.2,243.56
VGUARD,2022-07-20,1.3,228.12
VGUARD,2023-08-17,1.3,310.21
VGUARD,2024-07-25,1.4,458.43
VGUARD,2025-07-31,1.5,382.05
VIJAYA,2022-09-20,1.0,401.5
VIJAYA,2023-09-13,1.0,474.37
VIJAYA,2024-08-30,1.0,912.6
VOLTAS,2016-08-05,2.6,331.2
VOLTAS,2017-08-04,3.5,517.66
VOLTAS,2018-08-03,4.0,553.01
VOLTAS,2019-07-17,4.0,572.29
VOLTAS,2020-08-05,4.0,590.16
VOLTAS,2021-08-11,5.0,980.62
VOLTAS,2022-06-09,5.5,985.21
VOLTAS,2023-06-09,4.25,770.82
VOLTAS,2024-06-25,5.5,1496.15
VOLTAS,2025-06-20,7.0,1293.9
VTL,2016-03-17,3.0,139.04
VTL,2017-09-07,3.0,219.75
VTL,2018-09-12,3.0,193.83
VTL,2019-09-18,3.5,181.98
VTL,2021-09-16,3.5,361.14
VTL,2021-11-02,6.8,391.92
VTL,2023-09-15,3.5,391.66
VTL,2024-09-06,4.0,483.4
WELCORP,2016-06-23,0.5,72.46
WELCORP,2017-06-22,0.5,83.27
WELCORP,2018-06-25,0.5,105.66
WELCORP,2019-07-04,0.5,126.61
WELCORP,2020-02-12,10.0,192.36
WELCORP,2020-08-06,0.5,91.69
WELCORP,2021-08-09,5.0,122.93
WELCORP,2022-06-09,5.0,227.76
WELCORP,2023-06-16,5.0,265.14
WELCORP,2024-06-28,5.0,546.1
WELCORP,2025-07-18,5.0,923.5
WELSPUNLIV,2015-10-30,0.65,66.39
WELSPUNLIV,2016-03-21,0.06,90.27
WELSPUNLIV,2016-06-23,0.05,97.85
WELSPUNLIV,2017-06-22,0.65,76.26
WELSPUNLIV,2018-06-25,0.65,53.56
WELSPUNLIV,2019-07-11,0.3,53.42
WELSPUNLIV,2020-03-17,1.0,30.57
WELSPUNLIV,2021-05-24,0.15,95.08
WELSPUNLIV,2022-06-23,0.15,71.12
WELSPUNLIV,2023-06-27,0.1,91.44
WELSPUNLIV,2024-06-26,0.1,148.69
WELSPUNLIV,2025-06-27,1.7,144.16
WESTLIFE,2023-08-08,3.45,923.49
WHIRLPOOL,2017-09-08,3.0,1200.5
WHIRLPOOL,2018-09-06,4.0,1640.47
WHIRLPOOL,2019-08-05,5.0,1469.04
WHIRLPOOL,2020-08-06,5.0,2075.38
WHIRLPOOL,2021-07-29,5.0,2121.01
WHIRLPOOL,2022-06-28,5.0,1528.88
WHIRLPOOL,2023-08-18,5.0,1575.52
WHIRLPOOL,2024-07-26,5.0,2057.3
WIPRO,2016-01-25,0.94,95.43
WIPRO,2016-07-11,0.19,99.41
WIPRO,2017-02-02,0.38,79.98
WIPRO,2018-01-31,0.38,107.31
WIPRO,2019-01-29,0.38,126.93
WIPRO,2020-01-24,0.5,117.07
WIPRO,2021-01-22,0.5,210.76
WIPRO,2022-01-21,0.5,287.19
WIPRO,2022-04-05,2.5,286.75
WIPRO,2023-01-24,0.5,195.08
WIPRO,2024-01-24,0.5,229.85
WIPRO,2025-01-28,6.0,297.74
WIPRO,2025-07-28,5.0,250.05
WOCKPHARMA,2016-11-17,9.22,670.5
YESBANK,2016-05-30,2.0,199.4
YESBANK,2017-05-29,2.4,281.53
YESBANK,2018-06-04,2.7,338.31
YESBANK,2019-06-03,2.0,149.45
ZEEL,2016-07-21,2.25,428.78
ZEEL,2017-07-05,2.5,475.29
ZEEL,2018-07-09,2.9,516.95
ZEEL,2019-07-15,3.5,333.81
ZEEL,2020-09-10,0.3,215.83
ZEEL,2021-09-02,2.5,169.42
ZEEL,2022-09-15,3.0,271.56
ZEEL,2024-11-08,1.0,122.61
ZENSARTECH,2016-01-29,1.0,157.25
ZENSARTECH,2016-03-22,1.4,151.28
ZENSARTECH,2017-02-02,1.0,156.88
ZENSARTECH,2017-07-10,1.4,143.2
ZENSARTECH,2018-01-30,1.0,169.61
ZENSARTECH,2018-07-30,1.4,221.09
ZENSARTECH,2019-01-31,1.0,202.93
ZENSARTECH,2019-07-25,1.8,198.53
ZENSARTECH,2020-02-06,1.0,150.9
ZENSARTECH,2020-03-18,1.8,90.19
ZENSARTECH,2021-01-29,1.2,221.11
ZENSARTECH,2021-09-15,2.4,546.01
ZENSARTECH,2022-02-03,1.5,405.27
ZENSARTECH,2022-07-14,3.5,242.03
ZENSARTECH,2023-02-03,1.5,226.88
ZENSARTECH,2023-07-21,3.5,471.87
ZENSARTECH,2024-02-02,2.0,547.41
ZENSARTECH,2024-07-19,7.0,736.03
ZENSARTECH,2025-01-28,2.0,776.03
ZENSARTECH,2025-07-11,11.0,818.7
ZENTEC,2015-09-18,0.35,70.87
ZENTEC,2016-09-15,0.1,85.85
ZENTEC,2017-09-19,0.15,53.67
ZENTEC,2018-09-19,0.1,79.59
ZENTEC,2019-09-12,0.3,62.05
ZENTEC,2020-09-10,0.4,72.27
ZENTEC,2021-08-18,0.1,82.49
ZENTEC,2022-09-21,0.1,209.47
ZENTEC,2023-09-08,0.2,828.6
ZENTEC,2024-09-06,1.0,1626.4
ZFCVINDIA,2016-07-25,6.0,5725.3
ZFCVINDIA,2017-09-14,7.0,6061.84
ZFCVINDIA,2018-07-19,8.0,6731.97
ZFCVINDIA,2019-08-06,9.0,6022.35
ZFCVINDIA,2020-03-26,10.0,6018.06
ZFCVINDIA,2021-09-16,11.0,7296.03
ZFCVINDIA,2022-07-07,12.0,7899.93
ZFCVINDIA,2023-07-07,13.0,12033.71
ZFCVINDIA,2024-07-15,17.0,15829.55
ZYDUSLIFE,2016-03-17,3.2,311.49
ZYDUSLIFE,2017-03-16,3.2,411.52
ZYDUSLIFE,2018-07-31,3.5,357.86
ZYDUSLIFE,2019-07-25,3.5,219.3
ZYDUSLIFE,2020-03-23,3.5,270.39
ZYDUSLIFE,2021-07-28,3.5,560.12
ZYDUSLIFE,2022-07-28,2.5,341.6
ZYDUSLIFE,2023-07-28,6.0,631.67
ZYDUSLIFE,2024-07-26,3.0,1192.39
ZYDUSLIFE,2025-07-25,11.0,976.4
